DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester
9/14/20,424,"9,191","16,797","15,299",874,609,"1,863",918,"2,591",530,"3,756",68,"2,834","4,787",291,"21,281","27,760",612,220,"1,197",512,"1,506","1,778",948
9/15/20,429,"9,302","16,905","15,236",881,612,"1,871",942,"2,607",538,"3,785",71,"2,846","4,809",293,"21,375","27,891",613,225,"1,202",515,"1,525","1,819",953
9/16/20,431,"9,398","17,165","15,085",885,620,"1,881",949,"2,628",546,"3,811",70,"2,865","4,843",289,"21,467","28,034",618,227,"1,217",519,"1,546","1,833",961
9/17/20,435,"9,452","17,221","15,129",898,620,"1,888",964,"2,646",554,"3,834",71,"2,883","4,863",293,"21,574","28,202",626,238,"1,232",520,"1,556","1,846",974
9/18/20,439,"9,504","17,288","15,177",901,622,"1,891",968,"2,664",557,"3,851",71,"2,900","4,881",293,"21,640","28,361",630,240,"1,241",524,"1,589","1,855",975
9/19/20,443,"9,559","17,365","15,204",905,632,"1,900",985,"2,686",568,"3,896",72,"2,915","4,912",295,"21,760","28,495",634,244,"1,248",528,"1,627","1,879",992
9/20/20,444,"9,622","17,423","15,226",907,634,"1,909",997,"2,694",571,"3,914",72,"2,931","4,941",295,"21,814","28,555",637,244,"1,253",539,"1,646","1,893",995
9/21/20,447,"9,677","17,486","15,259",913,636,"1,912","1,010","2,703",575,"3,935",72,"2,937","4,961",296,"21,877","28,629",638,246,"1,259",542,"1,654","1,902","1,002"
9/22/20,450,"9,713","17,523","15,292",914,638,"1,917","1,017","2,716",578,"3,938",72,"2,945","4,968",297,"21,933","28,715",640,246,"1,257",543,"1,676","1,914","1,010"
9/23/20,454,"9,759","17,579","15,329",920,638,"1,920","1,025","2,725",578,"3,958",72,"2,945","4,983",298,"22,002","28,784",645,251,"1,259",543,"1,691","1,919","1,020"
9/24/20,459,"9,812","17,655","15,374",928,640,"1,925","1,034","2,737",582,"3,975",72,"2,963","4,997",300,"22,078","28,887",650,252,"1,262",549,"1,705","1,936","1,028"
9/25/20,460,"9,873","17,720","15,431",933,640,"1,937","1,038","2,745",587,"3,995",72,"2,986","5,013",300,"22,185","28,995",652,263,"1,274",551,"1,720","1,949","1,040"
9/26/20,461,"9,933","17,782","15,484",939,644,"1,944","1,056","2,753",592,"4,019",72,"3,008","5,034",303,"22,275","29,130",654,272,"1,288",555,"1,770","1,959","1,045"
9/27/20,463,"9,969","17,837","15,525",942,646,"1,948","1,057","2,759",593,"4,037",74,"3,021","5,061",304,"22,360","29,210",659,276,"1,291",559,"1,787","1,975","1,050"
9/28/20,464,"10,027","17,902","15,582",950,652,"1,952","1,068","2,770",593,"4,054",74,"3,039","5,082",304,"22,421","29,305",662,278,"1,302",565,"1,794","1,992","1,048"
9/29/20,473,"10,073","17,939","15,606",961,654,"1,957","1,079","2,779",594,"4,073",74,"3,045","5,098",303,"22,512","29,416",666,276,"1,306",565,"1,811","1,998","1,053"
9/30/20,474,"10,117","17,994","15,629",972,657,"1,965","1,085","2,798",594,"4,088",74,"3,060","5,120",305,"22,584","29,494",666,277,"1,310",568,"1,827","2,009","1,058"
10/1/20,484,"10,186","18,148","15,793",980,659,"1,975","1,090","2,819",598,"4,117",75,"3,086","5,149",305,"22,679","29,617",669,282,"1,317",570,"1,837","2,016","1,059"
10/2/20,484,"10,264","18,213","15,864",994,661,"1,987","1,108","2,829",608,"4,144",76,"3,101","5,172",305,"22,810","29,791",674,289,"1,330",574,"1,848","2,025","1,071"
10/3/20,492,"10,323","18,285","15,898","1,001",662,"2,000","1,118","2,841",613,"4,175",76,"3,124","5,217",308,"22,893","29,905",677,295,"1,337",577,"1,857","2,056","1,089"
10/4/20,492,"10,376","18,354","15,954","1,005",662,"2,003","1,120","2,851",614,"4,191",76,"3,141","5,234",309,"22,976","30,004",680,299,"1,343",578,"1,861","2,085","1,082"
10/5/20,495,"10,429","18,409","16,023","1,009",664,"2,008","1,125","2,860",615,"4,219",76,"3,148","5,262",309,"23,079","30,088",682,311,"1,348",579,"1,862","2,100","1,091"
10/6/20,498,"10,473","18,455","16,056","1,019",666,"2,022","1,127","2,869",616,"4,225",76,"3,167","5,276",311,"23,135","30,153",684,323,"1,357",579,"1,897","2,117","1,103"
10/7/20,501,"10,527","18,522","16,100","1,032",668,"2,034","1,134","2,878",617,"4,249",76,"3,191","5,292",315,"23,194","30,226",688,325,"1,360",578,"1,917","2,135","1,105"
10/8/20,504,"10,572","18,668","16,263","1,041",674,"2,043","1,139","2,888",622,"4,279",76,"3,207","5,322",316,"23,293","30,356",691,329,"1,363",584,"1,926","2,157","1,112"
10/9/20,506,"10,655","18,792","16,354","1,047",677,"2,051","1,148","2,904",625,"4,297",76,"3,227","5,357",318,"23,403","30,502",691,335,"1,361",583,"1,955","2,175","1,120"
10/10/20,513,"10,732","18,887","16,390","1,057",680,"2,069","1,163","2,922",633,"4,314",79,"3,246","5,391",320,"23,505","30,621",699,341,"1,363",583,"1,972","2,190","1,125"
10/11/20,524,"10,787","18,974","16,448","1,066",683,"2,079","1,168","2,935",639,"4,340",81,"3,262","5,422",322,"23,601","30,692",704,342,"1,370",587,"1,986","2,216","1,129"
10/12/20,525,"10,875","19,043","16,508","1,073",683,"2,086","1,172","2,942",642,"4,359",82,"3,272","5,459",322,"23,696","30,762",704,343,"1,371",589,"1,993","2,230","1,130"
10/13/20,528,"10,915","19,102","16,543","1,074",684,"2,092","1,179","2,947",642,"4,379",82,"3,288","5,473",325,"23,817","30,878",705,345,"1,373",589,"2,008","2,242","1,133"
10/14/20,536,"10,986","19,176","16,584","1,078",686,"2,099","1,190","2,962",644,"4,399",87,"3,317","5,487",325,"23,926","30,969",711,358,"1,375",593,"2,039","2,248","1,143"
10/15/20,538,"11,053","19,275","16,647","1,082",688,"2,108","1,192","2,983",653,"4,436",88,"3,335","5,508",326,"24,015","31,102",714,363,"1,382",596,"2,054","2,259","1,151"
10/16/20,543,"11,151","19,403","16,681","1,098",687,"2,120","1,244","2,991",661,"4,464",94,"3,353","5,534",326,"24,174","31,210",719,368,"1,385",602,"2,075","2,287","1,159"
10/17/20,551,"11,222","19,494","16,773","1,113",699,"2,128","1,262","3,007",679,"4,498",96,"3,374","5,566",326,"24,291","31,367",725,377,"1,392",610,"2,093","2,320","1,164"
10/18/20,561,"11,265","19,565","16,842","1,117",704,"2,137","1,269","3,018",687,"4,519",100,"3,395","5,580",329,"24,395","31,442",734,383,"1,395",619,"2,099","2,337","1,165"
10/19/20,569,"11,336","19,646","16,906","1,120",704,"2,141","1,275","3,029",695,"4,534",105,"3,417","5,605",332,"24,466","31,497",736,387,"1,400",621,"2,108","2,357","1,168"
10/20/20,587,"11,391","19,749","16,937","1,132",710,"2,152","1,284","3,041",711,"4,546",106,"3,430","5,628",332,"24,560","31,617",740,395,"1,409",623,"2,116","2,374","1,174"
10/21/20,594,"11,433","19,799","17,000","1,141",713,"2,159","1,291","3,050",715,"4,559",108,"3,448","5,647",334,"24,664","31,695",742,398,"1,416",627,"2,137","2,385","1,181"
10/22/20,604,"11,514","19,897","17,079","1,145",721,"2,168","1,299","3,067",735,"4,581",115,"3,482","5,684",336,"24,772","31,844",743,401,"1,420",631,"2,158","2,397","1,186"
10/23/20,614,"11,568","19,980","17,181","1,153",726,"2,175","1,307","3,078",742,"4,610",117,"3,492","5,716",338,"24,877","31,999",758,404,"1,429",636,"2,182","2,418","1,191"
10/24/20,624,"11,645","20,108","17,312","1,158",729,"2,192","1,310","3,090",761,"4,643",123,"3,513","5,743",338,"24,984","32,121",762,409,"1,443",636,"2,211","2,434","1,198"
10/25/20,635,"11,724","20,208","17,440","1,162",732,"2,202","1,322","3,113",769,"4,678",126,"3,529","5,777",338,"25,147","32,225",767,410,"1,452",641,"2,229","2,451","1,202"
10/26/20,646,"11,778","20,273","17,506","1,170",736,"2,211","1,325","3,136",775,"4,700",130,"3,541","5,801",340,"25,281","32,292",768,410,"1,459",643,"2,239","2,480","1,204"
10/27/20,660,"11,872","20,419","17,581","1,176",740,"2,219","1,340","3,154",779,"4,721",139,"3,555","5,845",342,"25,438","32,499",773,419,"1,470",645,"2,252","2,493","1,210"
10/28/20,679,"11,921","20,510","17,664","1,184",740,"2,231","1,348","3,168",782,"4,748",142,"3,583","5,865",343,"25,562","32,648",777,421,"1,475",647,"2,281","2,494","1,212"
10/29/20,693,"12,040","20,670","17,774","1,188",750,"2,258","1,354","3,187",797,"4,786",147,"3,612","5,894",343,"25,692","32,800",784,427,"1,497",651,"2,304","2,519","1,220"
10/30/20,735,"12,115","20,867","17,850","1,195",753,"2,278","1,365","3,208",808,"4,826",147,"3,649","5,930",343,"25,831","32,937",798,435,"1,501",655,"2,327","2,539","1,222"
10/31/20,766,"12,202","21,017","17,976","1,204",760,"2,294","1,372","3,226",821,"4,857",150,"3,680","5,959",346,"25,993","33,111",802,438,"1,504",658,"2,358","2,554","1,233"
11/1/20,775,"12,256","21,194","18,100","1,212",765,"2,301","1,381","3,247",829,"4,909",150,"3,726","5,988",348,"26,114","33,248",804,439,"1,507",660,"2,378","2,572","1,242"
11/2/20,791,"12,361","21,349","18,211","1,216",767,"2,311","1,390","3,263",833,"4,936",154,"3,747","6,019",348,"26,277","33,360",806,451,"1,510",663,"2,393","2,590","1,249"
11/3/20,845,"12,448","21,479","18,292","1,224",767,"2,330","1,398","3,273",835,"4,951",161,"3,768","6,059",349,"26,398","33,488",812,454,"1,515",662,"2,404","2,601","1,253"
11/4/20,884,"12,540","21,605","18,457","1,230",767,"2,354","1,407","3,299",837,"4,987",165,"3,820","6,085",349,"26,551","33,651",818,462,"1,524",663,"2,445","2,612","1,254"
11/5/20,923,"12,653","21,795","18,610","1,243",772,"2,364","1,427","3,324",839,"5,030",168,"3,873","6,132",353,"26,777","33,821",822,476,"1,529",668,"2,479","2,628","1,258"
11/6/20,972,"12,795","22,046","18,824","1,265",774,"2,396","1,439","3,377",848,"5,069",172,"3,948","6,195",354,"26,996","34,070",826,484,"1,558",668,"2,514","2,647","1,268"
11/7/20,"1,023","12,970","22,267","19,065","1,270",777,"2,421","1,459","3,419",858,"5,116",174,"3,999","6,261",355,"27,169","34,246",835,489,"1,571",670,"2,557","2,671","1,273"
11/8/20,"1,051","13,067","22,427","19,196","1,274",778,"2,451","1,466","3,443",869,"5,166",181,"4,076","6,302",355,"27,342","34,384",837,492,"1,591",673,"2,612","2,687","1,276"
11/9/20,"1,119","13,224","22,668","19,358","1,283",781,"2,474","1,473","3,484",873,"5,211",189,"4,130","6,376",355,"27,546","34,589",840,495,"1,601",674,"2,632","2,714","1,282"
11/10/20,"1,156","13,335","22,864","19,549","1,294",783,"2,504","1,489","3,516",874,"5,257",194,"4,188","6,443",360,"27,731","34,856",848,506,"1,608",674,"2,664","2,728","1,288"
11/11/20,"1,245","13,495","23,104","19,768","1,300",785,"2,551","1,508","3,553",878,"5,318",209,"4,272","6,517",363,"27,969","35,146",856,510,"1,630",678,"2,725","2,741","1,302"
11/12/20,"1,273","13,595","23,392","20,006","1,313",786,"2,592","1,526","3,592",886,"5,373",211,"4,329","6,581",366,"28,146","35,336",870,517,"1,651",685,"2,787","2,776","1,311"
11/13/20,"1,399","13,751","23,682","20,197","1,341",798,"2,615","1,539","3,616",898,"5,441",240,"4,408","6,656",369,"28,385","35,666",885,529,"1,670",689,"2,875","2,800","1,320"
11/14/20,"1,520","13,948","24,013","20,470","1,350",804,"2,682","1,570","3,670",905,"5,495",274,"4,532","6,731",370,"28,727","36,052",902,532,"1,702",697,"2,955","2,849","1,340"
11/15/20,"1,606","14,129","24,285","20,737","1,365",810,"2,703","1,596","3,717",910,"5,565",305,"4,616","6,791",372,"28,989","36,269",908,540,"1,731",708,"3,038","2,884","1,356"
11/16/20,"1,664","14,307","24,594","21,010","1,373",819,"2,737","1,640","3,738",911,"5,616",312,"4,749","6,843",374,"29,205","36,486",927,541,"1,749",715,"3,070","2,914","1,362"
11/17/20,"1,771","14,480","24,897","21,186","1,388",823,"2,780","1,669","3,790",918,"5,703",328,"4,828","6,945",376,"29,571","36,905",937,575,"1,771",719,"3,112","2,956","1,377"
11/18/20,"1,889","14,660","25,253","21,409","1,402",825,"2,845","1,694","3,831",919,"5,778",366,"4,959","7,005",377,"29,833","37,184",946,584,"1,786",723,"3,187","2,992","1,376"
11/19/20,"1,990","14,931","25,753","21,783","1,430",839,"2,880","1,744","3,880",929,"5,859",408,"5,102","7,106",387,"30,298","37,581",963,609,"1,815",726,"3,295","3,033","1,392"
11/20/20,"2,115","15,103","26,088","22,010","1,439",844,"2,930","1,795","3,938",932,"5,943",447,"5,184","7,201",391,"30,580","38,053",990,636,"1,851",733,"3,409","3,071","1,403"
11/21/20,"2,282","15,294","26,583","22,466","1,456",860,"2,978","1,820","3,990",950,"6,036",470,"5,344","7,340",399,"30,882","38,428","1,001",727,"1,889",742,"3,509","3,112","1,413"
11/22/20,"2,421","15,471","26,967","22,699","1,468",869,"3,020","1,857","4,025",961,"6,139",496,"5,461","7,398",404,"31,176","38,699","1,010",742,"1,935",749,"3,601","3,148","1,423"
11/23/20,"2,493","15,587","27,223","22,932","1,480",878,"3,052","1,890","4,065",968,"6,198",504,"5,537","7,488",410,"31,389","38,985","1,027",743,"1,949",761,"3,651","3,172","1,415"
11/24/20,"2,593","15,715","27,402","23,087","1,495",890,"3,092","1,923","4,104",970,"6,267",545,"5,600","7,542",413,"31,622","39,297","1,033",761,"1,983",781,"3,710","3,214","1,425"
11/25/20,"2,734","15,939","27,780","23,361","1,521",902,"3,135","1,944","4,158",970,"6,385",612,"5,714","7,638",416,"32,005","39,790","1,045",777,"2,012",786,"3,847","3,261","1,429"
11/26/20,"2,830","16,114","28,146","23,682","1,528",919,"3,174","1,979","4,184",988,"6,485",657,"5,805","7,803",425,"32,259","40,095","1,049",810,"2,028",793,"3,982","3,305","1,440"
11/27/20,"2,962","16,297","28,504","23,955","1,537",938,"3,222","2,023","4,254",996,"6,575",682,"5,875","7,917",428,"32,601","40,479","1,061",823,"2,063",801,"4,074","3,348","1,443"
11/28/20,"3,028","16,404","28,752","24,120","1,555",945,"3,254","2,045","4,276",998,"6,660",701,"5,940","7,961",435,"32,790","40,797","1,074",886,"2,075",805,"4,116","3,377","1,454"
11/29/20,"3,093","16,585","29,008","24,309","1,583",952,"3,291","2,078","4,317","1,004","6,773",728,"6,026","8,066",438,"33,103","41,067","1,083",910,"2,118",811,"4,240","3,402","1,462"
11/30/20,"3,168","16,742","29,315","24,521","1,598",972,"3,327","2,109","4,391","1,011","6,871",755,"6,099","8,155",448,"33,400","41,297","1,097",918,"2,153",819,"4,281","3,440","1,483"
12/1/20,"3,366","16,919","29,645","24,762","1,611",983,"3,366","2,156","4,434","1,021","6,949",788,"6,160","8,252",466,"33,905","41,857","1,108","1,061","2,174",824,"4,375","3,462","1,491"
12/2/20,"3,466","17,166","29,897","25,006","1,635",990,"3,415","2,199","4,502","1,030","7,123",817,"6,234","8,343",467,"34,159","42,190","1,111","1,102","2,210",830,"4,469","3,490","1,504"
12/3/20,"3,597","17,318","30,187","25,270","1,660","1,003","3,442","2,242","4,522","1,034","7,249",874,"6,294","8,410",472,"34,425","42,458","1,135","1,117","2,240",836,"4,570","3,530","1,514"
12/4/20,"3,900","17,627","30,671","25,686","1,687","1,030","3,517","2,288","4,593","1,045","7,425",915,"6,405","8,561",486,"35,056","43,000","1,159","1,127","2,295",848,"4,764","3,570","1,536"
12/5/20,"3,933","17,958","31,077","25,952","1,705","1,039","3,594","2,347","4,666","1,061","7,577",943,"6,519","8,719",500,"35,538","43,635","1,191","1,151","2,335",872,"4,890","3,619","1,563"
12/6/20,"4,071","18,193","31,416","26,194","1,724","1,047","3,681","2,391","4,717","1,085","7,719",976,"6,574","8,813",507,"35,998","44,057","1,205","1,171","2,395",880,"4,991","3,640","1,582"
12/7/20,"4,101","18,429","31,708","26,419","1,746","1,065","3,728","2,435","4,752","1,085","7,852",999,"6,634","8,912",510,"36,449","44,402","1,222","1,183","2,419",892,"5,111","3,681","1,595"
12/8/20,"4,204","18,646","32,014","26,593","1,766","1,086","3,796","2,514","4,804","1,091","7,952","1,024","6,704","9,004",513,"36,851","44,894","1,236","1,351","2,486",904,"5,190","3,725","1,613"
12/9/20,"4,321","18,914","32,387","26,897","1,801","1,090","3,843","2,598","4,886","1,098","8,074","1,058","6,769","9,124",515,"37,194","45,345","1,250","1,372","2,539",910,"5,288","3,747","1,633"
12/10/20,"4,378","19,255","32,853","27,197","1,812","1,104","3,882","2,644","4,945","1,129","8,226","1,095","6,904","9,280",523,"37,738","45,871","1,277","1,380","2,572",922,"5,425","3,796","1,647"
12/11/20,"4,441","19,547","33,125","27,464","1,822","1,130","3,934","2,674","4,994","1,135","8,363","1,116","6,978","9,388",533,"38,190","46,335","1,315","1,391","2,608",931,"5,572","3,824","1,661"
12/12/20,"4,590","19,866","33,539","27,796","1,849","1,148","4,056","2,785","5,070","1,152","8,550","1,146","7,096","9,536",550,"38,812","46,877","1,337","1,411","2,665",947,"5,679","3,868","1,684"
12/13/20,"4,612","20,171","33,850","28,046","1,867","1,156","4,140","2,820","5,142","1,164","8,687","1,153","7,192","9,633",562,"39,316","47,288","1,346","1,426","2,686",959,"5,804","3,921","1,706"
12/14/20,"4,629","20,389","34,109","28,270","1,893","1,171","4,197","2,868","5,183","1,175","8,820","1,161","7,256","9,711",575,"39,721","47,682","1,365","1,429","2,730",966,"5,974","3,960","1,727"
12/15/20,"4,737","20,548","34,407","28,407","1,916","1,182","4,260","2,923","5,234","1,177","8,966","1,169","7,357","9,783",583,"40,062","48,232","1,368","1,488","2,765",972,"6,088","3,990","1,748"
12/16/20,"4,848","20,730","34,702","28,586","1,924","1,187","4,310","2,948","5,289","1,182","9,081","1,227","7,442","9,855",589,"40,500","48,718","1,378","1,504","2,789",975,"6,213","4,018","1,772"
12/17/20,"4,919","20,941","35,002","28,853","1,939","1,190","4,410","2,984","5,322","1,194","9,241","1,244","7,514","9,912",594,"40,747","49,068","1,386","1,520","2,827",986,"6,350","4,054","1,787"
12/18/20,"4,983","21,223","35,283","29,020","1,968","1,195","4,468","3,024","5,383","1,212","9,380","1,258","7,590","10,027",613,"41,172","49,565","1,406","1,549","2,867",999,"6,457","4,095","1,816"
12/19/20,"5,006","21,455","35,531","29,156","1,975","1,205","4,540","3,091","5,445","1,224","9,516","1,291","7,651","10,116",621,"41,486","49,982","1,438","1,575","2,883","1,009","6,582","4,134","1,842"
12/20/20,"5,050","21,674","35,819","29,331","1,994","1,215","4,594","3,146","5,492","1,257","9,613","1,306","7,750","10,196",630,"41,780","50,319","1,449","1,577","2,923","1,018","6,628","4,184","1,863"
12/21/20,"5,071","21,924","36,058","29,578","2,015","1,218","4,641","3,193","5,535","1,266","9,763","1,312","7,826","10,284",646,"42,171","50,643","1,462","1,579","2,946","1,030","6,799","4,233","1,880"
12/22/20,"5,123","22,120","36,334","29,865","2,032","1,231","4,705","3,256","5,592","1,281","9,876","1,325","7,911","10,370",661,"42,551","51,006","1,478","1,617","2,958","1,046","6,885","4,271","1,903"
12/23/20,"5,172","22,366","36,582","30,080","2,055","1,232","4,763","3,270","5,664","1,290","10,065","1,339","7,979","10,463",664,"42,975","51,462","1,495","1,630","2,982","1,055","7,024","4,319","1,936"
12/24/20,"5,204","22,710","36,897","30,290","2,074","1,241","4,822","3,316","5,717","1,295","10,288","1,358","8,060","10,604",674,"43,454","51,912","1,507","1,642","3,046","1,065","7,214","4,362","1,976"
12/25/20,"5,248","22,981","37,098","30,440","2,105","1,260","4,865","3,361","5,768","1,301","10,473","1,392","8,112","10,719",681,"43,918","52,363","1,531","1,655","3,064","1,071","7,342","4,408","2,004"
12/26/20,"5,261","23,253","37,356","30,612","2,124","1,263","4,906","3,425","5,809","1,308","10,575","1,404","8,194","10,769",688,"44,287","52,767","1,543","1,684","3,106","1,094","7,537","4,447","2,028"
12/27/20,"5,269","23,408","37,549","30,777","2,153","1,275","4,944","3,447","5,853","1,319","10,670","1,414","8,253","10,822",695,"44,640","53,043","1,560","1,690","3,129","1,104","7,642","4,480","2,062"
12/28/20,"5,276","23,634","37,799","30,989","2,164","1,281","4,970","3,470","5,892","1,323","10,788","1,421","8,323","10,898",713,"45,050","53,338","1,576","1,697","3,144","1,121","7,730","4,515","2,071"
12/29/20,"5,324","23,789","37,971","31,123","2,186","1,288","5,053","3,506","5,922","1,334","10,891","1,424","8,371","10,986",718,"45,341","53,692","1,591","1,771","3,174","1,133","7,827","4,559","2,087"
12/30/20,"5,374","24,045","38,280","31,312","2,205","1,295","5,101","3,535","5,987","1,337","11,100","1,439","8,475","11,088",722,"45,791","54,127","1,614","1,781","3,202","1,135","8,005","4,617","2,122"
12/31/20,"5,404","24,408","38,657","31,537","2,231","1,319","5,168","3,568","6,036","1,372","11,301","1,456","8,551","11,222",737,"46,200","54,581","1,664","1,792","3,255","1,164","8,206","4,675","2,158"
1/1/21,"5,474","24,815","39,001","31,911","2,268","1,341","5,249","3,620","6,116","1,382","11,518","1,487","8,660","11,363",742,"46,717","55,139","1,701","1,816","3,308","1,185","8,432","4,752","2,222"
1/2/21,"5,504","25,143","39,351","32,132","2,301","1,360","5,313","3,687","6,180","1,397","11,652","1,492","8,789","11,486",763,"47,147","55,694","1,725","1,843","3,356","1,221","8,568","4,818","2,249"
1/3/21,"5,513","25,365","39,608","32,317","2,337","1,370","5,354","3,718","6,229","1,420","11,868","1,496","8,856","11,564",767,"47,575","56,028","1,736","1,845","3,372","1,236","8,633","4,843","2,269"
1/4/21,"5,524","25,629","39,851","32,503","2,378","1,378","5,392","3,744","6,288","1,438","12,054","1,515","8,957","11,657",783,"48,089","56,391","1,745","1,848","3,413","1,247","8,766","4,896","2,316"
1/5/21,"5,556","25,781","40,026","32,689","2,394","1,394","5,460","3,785","6,328","1,443","12,190","1,525","9,005","11,744",792,"48,351","56,813","1,761","1,887","3,433","1,257","8,879","4,934","2,331"
